iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
247,128,3,1,3584,128,5,2,409728,256,5,2,819456,1232768
248,128,3,1,3584,256,1,0,33024,16,3,1,36880,73488
249,128,3,1,3584,32,5,2,102432,256,1,2,8448,114464
250,128,3,1,3584,16,3,1,18448,64,3,2,9280,31312
251,128,3,1,3584,16,5,2,51216,64,3,1,9280,64080
252,128,3,1,3584,64,5,2,204864,64,3,2,36928,245376
253,128,3,1,3584,32,1,0,4128,32,3,2,9248,16960
254,128,3,1,3584,32,1,1,4128,16,5,0,12816,20528
255,128,3,1,3584,16,3,2,18448,64,1,1,1088,23120
256,128,3,1,3584,256,1,1,33024,256,5,0,1638656,1675264
257,128,3,1,3584,256,3,2,295168,64,1,1,16448,315200
258,128,3,1,3584,64,5,1,204864,32,5,1,51232,259680
259,128,3,1,3584,256,3,2,295168,64,3,1,147520,446272
260,128,3,1,3584,32,5,2,102432,64,3,0,18496,124512
261,128,3,1,3584,64,3,2,73792,128,3,0,73856,151232
262,128,3,1,3584,16,3,2,18448,128,5,0,51328,73360
263,128,3,1,3584,128,3,2,147584,64,3,2,73792,224960
264,128,3,1,3584,128,3,0,147584,64,1,2,8256,159424
265,128,3,1,3584,128,1,2,16512,256,1,2,33024,53120
266,128,3,1,3584,64,5,1,204864,128,3,0,73856,282304
267,128,3,1,3584,256,1,2,33024,64,1,1,16448,53056
268,128,3,1,3584,16,5,1,51216,128,3,1,18560,73360
269,128,3,1,3584,128,5,1,409728,256,3,2,295168,708480
270,128,3,1,3584,128,5,2,409728,128,5,2,409728,823040
271,128,3,1,3584,64,5,0,204864,128,1,0,8320,216768
272,128,3,1,3584,128,3,0,147584,64,1,2,8256,159424
273,128,3,1,3584,256,3,2,295168,32,3,1,73760,372512
274,128,3,1,3584,64,5,2,204864,16,3,2,9232,217680
275,128,3,1,3584,256,1,0,33024,256,3,2,590080,626688
276,128,3,1,3584,64,5,0,204864,32,3,0,18464,226912
277,128,3,1,3584,32,5,2,102432,256,5,2,205056,311072
278,128,3,1,3584,16,1,1,2064,64,5,1,25664,31312
279,128,3,1,3584,64,3,2,73792,32,5,2,51232,128608
280,128,3,1,3584,128,3,1,147584,64,3,0,73792,224960
281,128,3,1,3584,16,3,1,18448,128,3,1,18560,40592
282,128,3,1,3584,64,1,0,8256,64,1,0,4160,16000
283,128,3,1,3584,256,5,0,819456,64,3,1,147520,970560
284,128,3,1,3584,32,1,0,4128,32,3,0,9248,16960
285,128,3,1,3584,64,5,0,204864,128,1,1,8320,216768
286,128,3,1,3584,128,5,1,409728,128,5,0,409728,823040
287,128,3,1,3584,256,5,2,819456,128,1,1,32896,855936
288,128,3,1,3584,32,1,2,4128,256,5,1,205056,212768
289,128,3,1,3584,16,5,1,51216,16,1,1,272,55072
290,128,3,1,3584,128,3,1,147584,64,5,2,204864,356032
291,128,3,1,3584,128,3,0,147584,256,3,1,295168,446336
292,128,3,1,3584,256,3,2,295168,128,5,2,819328,1118080
293,128,3,1,3584,32,3,2,36896,128,3,0,36992,77472
294,128,3,1,3584,256,3,1,295168,16,1,2,4112,302864
295,128,3,1,3584,128,3,0,147584,128,3,0,147584,298752
296,128,3,1,3584,32,1,2,4128,128,5,2,102528,110240
297,128,3,1,3584,32,3,0,36896,32,1,0,1056,41536
298,128,3,1,3584,32,3,1,36896,16,3,1,4624,45104
299,128,3,1,3584,128,3,0,147584,32,3,2,36896,188064
