iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
260,128,3,1,3584,32,3,2,36896,16,5,1,12816,53296
261,128,3,1,3584,128,1,2,16512,64,1,0,8256,28352
262,128,3,1,3584,256,1,2,33024,128,1,2,32896,69504
263,128,3,1,3584,32,5,1,102432,128,3,2,36992,143008
264,128,3,1,3584,128,1,2,16512,128,1,1,16512,36608
265,128,3,1,3584,256,1,1,33024,32,3,1,73760,110368
266,128,3,1,3584,64,3,1,73792,256,5,0,409856,487232
267,128,3,1,3584,32,3,0,36896,32,1,1,1056,41536
268,128,3,1,3584,128,1,1,16512,256,5,0,819456,839552
269,128,3,1,3584,128,5,1,409728,32,3,2,36896,450208
270,128,3,1,3584,256,5,1,819456,128,5,2,819328,1642368
271,128,3,1,3584,256,1,2,33024,128,3,0,295040,331648
272,128,3,1,3584,32,3,1,36896,256,5,2,205056,245536
273,128,3,1,3584,128,5,1,409728,64,3,0,73792,487104
274,128,3,1,3584,64,1,2,8256,128,3,2,73856,85696
275,128,3,1,3584,16,5,1,51216,64,3,2,9280,64080
276,128,3,1,3584,128,5,2,409728,64,1,1,8256,421568
277,128,3,1,3584,32,3,2,36896,256,5,2,205056,245536
278,128,3,1,3584,64,3,2,73792,16,3,0,9232,86608
279,128,3,1,3584,64,1,0,8256,64,5,0,102464,114304
280,128,3,1,3584,256,5,0,819456,32,3,2,73760,896800
281,128,3,1,3584,256,5,2,819456,256,3,2,590080,1413120
282,128,3,1,3584,256,1,0,33024,128,1,0,32896,69504
283,128,3,1,3584,64,1,2,8256,128,1,1,8320,20160
284,128,3,1,3584,256,1,2,33024,64,1,0,16448,53056
285,128,3,1,3584,64,5,1,204864,16,5,2,25616,234064
286,128,3,1,3584,256,3,2,295168,256,5,0,1638656,1937408
287,128,3,1,3584,128,1,0,16512,64,3,2,73792,93888
288,128,3,1,3584,256,3,0,295168,256,3,1,590080,888832
289,128,3,1,3584,64,3,2,73792,256,5,0,409856,487232
290,128,3,1,3584,64,5,0,204864,64,1,1,4160,212608
291,128,3,1,3584,128,3,1,147584,16,5,2,51216,202384
292,128,3,1,3584,128,1,2,16512,64,3,2,73792,93888
293,128,3,1,3584,32,1,2,4128,256,3,1,73984,81696
294,128,3,1,3584,128,1,0,16512,128,3,0,147584,167680
295,128,3,1,3584,64,3,1,73792,128,1,1,8320,85696
296,128,3,1,3584,256,5,0,819456,64,5,2,409664,1232704
297,128,3,1,3584,256,1,1,33024,128,3,2,295040,331648
298,128,3,1,3584,256,1,1,33024,64,3,1,147520,184128
299,128,3,1,3584,32,3,2,36896,16,5,2,12816,53296
