iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
414,128,3,1,3584,64,3,1,73792,64,3,2,36928,114304
415,128,3,1,3584,256,1,2,33024,64,3,1,147520,184128
416,128,3,1,3584,256,3,2,295168,256,5,0,1638656,1937408
417,128,3,1,3584,128,5,2,409728,256,3,2,295168,708480
418,128,3,1,3584,32,5,2,102432,16,3,2,4624,110640
419,128,3,1,3584,128,3,2,147584,256,3,2,295168,446336
420,128,3,1,3584,256,5,0,819456,32,1,2,8224,831264
421,128,3,1,3584,64,1,2,8256,64,5,2,102464,114304
422,128,3,1,3584,128,3,0,147584,32,5,2,102432,253600
423,128,3,1,3584,64,5,1,204864,128,3,1,73856,282304
424,128,3,1,3584,64,3,1,73792,128,3,2,73856,151232
425,128,3,1,3584,256,3,1,295168,128,3,0,295040,593792
426,128,3,1,3584,128,5,1,409728,256,5,1,819456,1232768
427,128,3,1,3584,64,5,2,204864,256,5,1,409856,618304
428,128,3,1,3584,64,1,0,8256,32,3,2,18464,30304
429,128,3,1,3584,64,5,2,204864,64,3,0,36928,245376
430,128,3,1,3584,64,1,2,8256,128,3,1,73856,85696
431,128,3,1,3584,128,3,1,147584,256,5,0,819456,970624
432,128,3,1,3584,128,1,0,16512,128,3,2,147584,167680
433,128,3,1,3584,256,1,0,33024,64,5,1,409664,446272
434,128,3,1,3584,128,5,2,409728,256,3,1,295168,708480
435,128,3,1,3584,256,5,2,819456,256,1,1,65792,888832
436,128,3,1,3584,128,5,2,409728,256,5,2,819456,1232768
437,128,3,1,3584,256,3,1,295168,32,3,1,73760,372512
438,128,3,1,3584,128,3,2,147584,256,3,1,295168,446336
439,128,3,1,3584,256,3,2,295168,128,3,2,295040,593792
440,128,3,1,3584,64,3,0,73792,32,5,2,51232,128608
441,128,3,1,3584,256,5,2,819456,256,3,1,590080,1413120
442,128,3,1,3584,256,3,2,295168,64,3,0,147520,446272
443,128,3,1,3584,128,3,2,147584,32,1,0,4128,155296
444,128,3,1,3584,64,3,0,73792,256,5,2,409856,487232
445,128,3,1,3584,256,5,1,819456,128,3,1,295040,1118080
446,128,3,1,3584,32,5,0,102432,16,1,0,528,106544
447,128,3,1,3584,64,3,0,73792,128,3,2,73856,151232
448,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
449,128,3,1,3584,256,3,0,295168,256,1,2,65792,364544
450,128,3,1,3584,128,5,1,409728,256,3,2,295168,708480
451,128,3,1,3584,256,1,1,33024,256,3,2,590080,626688
452,128,3,1,3584,256,3,2,295168,64,3,2,147520,446272
453,128,3,1,3584,128,5,0,409728,256,5,1,819456,1232768
454,128,3,1,3584,32,3,2,36896,256,3,1,73984,114464
455,128,3,1,3584,256,1,1,33024,256,1,1,65792,102400
456,128,3,1,3584,256,3,2,295168,32,1,2,8224,306976
457,128,3,1,3584,64,3,0,73792,256,5,2,409856,487232
458,128,3,1,3584,128,5,0,409728,256,3,2,295168,708480
