iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
315,128,3,1,3584,64,3,2,73792,32,3,0,18464,95840
316,128,3,1,3584,64,3,2,73792,256,5,0,409856,487232
317,128,3,1,3584,64,1,1,8256,32,3,0,18464,30304
318,128,3,1,3584,32,3,1,36896,64,5,1,51264,91744
319,128,3,1,3584,256,3,1,295168,64,3,0,147520,446272
320,128,3,1,3584,32,3,1,36896,32,5,1,25632,66112
321,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
322,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
323,128,3,1,3584,128,3,0,147584,64,3,0,73792,224960
324,128,3,1,3584,64,5,2,204864,32,1,0,2080,210528
325,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
326,128,3,1,3584,128,3,1,147584,128,5,2,409728,560896
327,128,3,1,3584,64,3,1,73792,128,3,1,73856,151232
328,128,3,1,3584,64,3,0,73792,32,3,1,18464,95840
329,128,3,1,3584,64,3,1,73792,32,5,1,51232,128608
330,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
331,128,3,1,3584,64,3,0,73792,64,5,1,102464,179840
332,128,3,1,3584,64,3,0,73792,32,5,0,51232,128608
333,128,3,1,3584,64,1,2,8256,32,5,0,51232,63072
334,128,3,1,3584,128,3,2,147584,64,3,0,73792,224960
335,128,3,1,3584,64,5,0,204864,64,5,1,102464,310912
336,128,3,1,3584,64,3,1,73792,32,5,1,51232,128608
337,128,3,1,3584,128,3,1,147584,64,3,0,73792,224960
338,128,3,1,3584,64,5,0,204864,64,1,1,4160,212608
339,128,3,1,3584,64,5,0,204864,32,3,1,18464,226912
340,128,3,1,3584,64,3,0,73792,64,3,0,36928,114304
341,128,3,1,3584,32,3,2,36896,32,5,2,25632,66112
342,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
343,128,3,1,3584,256,3,0,295168,64,5,1,409664,708416
344,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
345,128,3,1,3584,16,3,2,18448,32,3,2,4640,26672
346,128,3,1,3584,32,3,1,36896,64,3,0,18496,58976
347,128,3,1,3584,64,3,1,73792,16,3,0,9232,86608
348,128,3,1,3584,64,3,2,73792,64,1,0,4160,81536
349,128,3,1,3584,64,1,2,8256,64,3,1,36928,48768
350,128,3,1,3584,128,5,2,409728,64,3,0,73792,487104
351,128,3,1,3584,64,3,1,73792,32,3,0,18464,95840
352,128,3,1,3584,64,3,0,73792,32,3,0,18464,95840
353,128,3,1,3584,64,3,0,73792,64,5,1,102464,179840
354,128,3,1,3584,64,3,1,73792,64,3,2,36928,114304
355,128,3,1,3584,64,3,1,73792,32,3,0,18464,95840
356,128,3,1,3584,64,3,1,73792,16,3,0,9232,86608
357,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
358,128,3,1,3584,32,3,1,36896,64,5,2,51264,91744
359,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
360,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
361,128,3,1,3584,64,3,1,73792,32,3,0,18464,95840
362,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
363,128,3,1,3584,32,3,2,36896,64,5,2,51264,91744
364,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
365,128,3,1,3584,64,3,0,73792,32,3,1,18464,95840
366,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
367,128,3,1,3584,256,3,0,295168,64,1,0,16448,315200
368,128,3,1,3584,64,3,1,73792,64,5,0,102464,179840
369,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
370,128,3,1,3584,64,3,1,73792,16,5,0,25616,102992
371,128,3,1,3584,32,3,1,36896,64,3,0,18496,58976
372,128,3,1,3584,64,5,0,204864,32,3,0,18464,226912
373,128,3,1,3584,256,3,1,295168,128,3,0,295040,593792
374,128,3,1,3584,64,3,2,73792,64,5,1,102464,179840
375,128,3,1,3584,64,5,1,204864,16,3,0,9232,217680
376,128,3,1,3584,64,3,1,73792,64,5,2,102464,179840
377,128,3,1,3584,64,5,1,204864,64,3,0,36928,245376
378,128,3,1,3584,64,3,2,73792,16,3,1,9232,86608
379,128,3,1,3584,64,3,1,73792,16,3,1,9232,86608
380,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
381,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
382,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
383,128,3,1,3584,128,3,0,147584,64,5,1,204864,356032
384,128,3,1,3584,64,1,1,8256,64,5,1,102464,114304
385,128,3,1,3584,64,5,1,204864,64,5,1,102464,310912
386,128,3,1,3584,128,3,2,147584,32,3,1,36896,188064
387,128,3,1,3584,64,3,1,73792,64,1,0,4160,81536
388,128,3,1,3584,64,3,1,73792,64,3,1,36928,114304
389,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
390,128,3,1,3584,64,3,1,73792,16,5,0,25616,102992
391,128,3,1,3584,64,3,2,73792,64,3,1,36928,114304
392,128,3,1,3584,128,3,0,147584,64,3,1,73792,224960
393,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
394,128,3,1,3584,64,3,1,73792,32,1,1,2080,79456
395,128,3,1,3584,64,1,0,8256,64,3,1,36928,48768
396,128,3,1,3584,64,3,0,73792,64,5,1,102464,179840
397,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
398,128,3,1,3584,64,3,1,73792,128,1,0,8320,85696
399,128,3,1,3584,64,3,1,73792,64,5,1,102464,179840
400,128,3,1,3584,128,3,2,147584,64,3,0,73792,224960
401,128,3,1,3584,64,3,0,73792,64,3,0,36928,114304
402,128,3,1,3584,32,5,2,102432,64,5,1,51264,157280
403,128,3,1,3584,64,3,0,73792,64,5,0,102464,179840
404,128,3,1,3584,128,3,1,147584,64,5,0,204864,356032
405,128,3,1,3584,64,3,2,73792,32,3,0,18464,95840
406,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
407,128,3,1,3584,64,3,1,73792,32,5,1,51232,128608
408,128,3,1,3584,32,3,2,36896,64,3,0,18496,58976
409,128,3,1,3584,32,3,1,36896,64,3,1,18496,58976
410,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
411,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
412,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
413,128,3,1,3584,64,5,1,204864,64,3,0,36928,245376
414,128,3,1,3584,32,3,1,36896,64,3,0,18496,58976
415,128,3,1,3584,64,3,1,73792,32,5,2,51232,128608
416,128,3,1,3584,64,3,0,73792,32,3,0,18464,95840
417,128,3,1,3584,64,3,1,73792,64,3,0,36928,114304
418,128,3,1,3584,64,3,0,73792,32,3,1,18464,95840
419,128,3,1,3584,64,3,1,73792,64,5,0,102464,179840
420,128,3,1,3584,64,3,0,73792,64,3,1,36928,114304
421,128,3,1,3584,64,3,1,73792,32,3,1,18464,95840
422,128,3,1,3584,64,3,2,73792,64,3,0,36928,114304
