iteration,layer_1_channels,layer_1_filter,layer_1_padding,layer_1_param_count,layer_2_channels,layer_2_filter,layer_2_padding,layer_2_param_count,layer_3_channels,layer_3_filter,layer_3_padding,layer_3_param_count,total_param_count
420,16,3,1,448,128,3,0,18560,64,3,1,73792,92800
421,256,3,2,7168,256,3,1,590080,128,3,1,295040,892288
422,16,3,2,448,32,3,2,4640,256,3,2,73984,79072
423,256,3,0,7168,256,3,1,590080,256,3,1,590080,1187328
424,256,3,2,7168,128,3,1,295040,256,1,2,33024,335232
425,64,3,2,1792,256,3,2,147712,256,3,1,590080,739584
426,32,3,1,896,128,3,1,36992,32,5,1,102432,140320
427,16,3,2,448,64,3,1,9280,256,3,0,147712,157440
428,256,3,1,7168,128,3,1,295040,256,3,1,295168,597376
429,16,3,1,448,256,3,0,37120,32,3,1,73760,111328
430,128,3,2,3584,64,3,2,73792,64,3,1,36928,114304
431,32,3,2,896,128,5,1,102528,16,3,2,18448,121872
432,64,3,2,1792,256,3,2,147712,256,3,2,590080,739584
433,256,3,2,7168,256,3,0,590080,64,3,2,147520,744768
434,16,3,2,448,128,3,2,18560,256,3,2,295168,314176
435,128,3,1,3584,128,3,2,147584,128,3,2,147584,298752
436,256,3,2,7168,256,3,1,590080,256,3,1,590080,1187328
437,256,3,2,7168,256,5,1,1638656,128,3,1,295040,1940864
438,32,1,0,128,128,3,2,36992,256,5,1,819456,856576
439,128,3,2,3584,256,3,2,295168,128,3,2,295040,593792
440,256,3,2,7168,256,3,1,590080,256,3,1,590080,1187328
441,64,3,2,1792,16,3,0,9232,256,3,1,37120,48144
442,128,3,2,3584,256,3,1,295168,256,3,1,590080,888832
443,256,3,2,7168,256,3,1,590080,256,3,1,590080,1187328
444,256,3,2,7168,256,3,2,590080,128,3,2,295040,892288
445,128,3,2,3584,256,3,1,295168,256,3,1,590080,888832
446,128,3,2,3584,128,3,2,147584,256,3,1,295168,446336
447,256,3,2,7168,128,3,1,295040,256,3,2,295168,597376
448,128,3,1,3584,256,3,2,295168,256,3,1,590080,888832
449,128,3,2,3584,128,3,2,147584,256,3,2,295168,446336
450,256,3,1,7168,256,3,2,590080,128,5,2,819328,1416576
451,64,3,2,1792,256,3,1,147712,256,3,0,590080,739584
452,256,3,2,7168,256,3,1,590080,256,5,2,1638656,2235904
453,32,3,1,896,256,3,1,73984,256,3,2,590080,664960
454,128,3,1,3584,256,3,2,295168,256,3,2,590080,888832
455,128,3,2,3584,64,3,1,73792,128,3,0,73856,151232
456,128,3,2,3584,256,3,2,295168,256,3,2,590080,888832
457,256,3,2,7168,128,3,1,295040,128,3,1,147584,449792
458,64,3,2,1792,64,3,1,36928,128,3,2,73856,112576
459,256,3,2,7168,256,3,1,590080,64,3,2,147520,744768
460,256,3,2,7168,256,3,1,590080,256,3,2,590080,1187328
461,128,5,2,9728,128,3,1,147584,256,3,2,295168,452480
462,128,3,2,3584,256,3,2,295168,256,3,1,590080,888832
463,128,3,2,3584,256,3,1,295168,256,3,2,590080,888832
464,128,3,2,3584,16,3,2,18448,256,3,0,37120,59152
465,128,3,0,3584,128,3,2,147584,128,3,1,147584,298752
466,64,3,2,1792,256,3,2,147712,128,5,1,819328,968832
467,256,3,2,7168,128,5,2,819328,256,3,1,295168,1121664
468,256,3,2,7168,256,5,2,1638656,256,3,2,590080,2235904
469,128,3,2,3584,128,3,1,147584,256,3,2,295168,446336
470,256,3,2,7168,128,3,1,295040,256,1,1,33024,335232
471,128,3,2,3584,256,3,2,295168,128,3,1,295040,593792
472,64,3,2,1792,256,3,1,147712,256,3,1,590080,739584
473,256,3,2,7168,256,3,1,590080,128,5,2,819328,1416576
474,256,3,2,7168,256,3,1,590080,128,3,2,295040,892288
475,64,3,2,1792,256,3,0,147712,128,3,1,295040,444544
476,64,3,0,1792,256,3,1,147712,128,3,2,295040,444544
477,256,1,1,1024,64,5,2,409664,256,3,1,147712,558400
478,256,3,2,7168,256,3,2,590080,16,3,2,36880,634128
479,256,3,1,7168,256,3,2,590080,256,3,1,590080,1187328
480,256,3,2,7168,256,3,1,590080,128,3,1,295040,892288
481,16,3,2,448,128,3,2,18560,256,3,1,295168,314176
482,128,3,0,3584,256,3,1,295168,256,5,1,1638656,1937408
483,64,3,2,1792,256,3,1,147712,64,3,1,147520,297024
484,256,3,1,7168,256,3,2,590080,256,1,2,65792,663040
485,64,3,2,1792,256,3,1,147712,128,3,2,295040,444544
486,128,5,1,9728,128,3,2,147584,128,3,1,147584,304896
487,256,3,2,7168,128,3,2,295040,256,3,2,295168,597376
488,32,3,2,896,128,5,0,102528,256,3,2,295168,398592
489,256,3,1,7168,64,3,1,147520,256,3,2,147712,302400
490,256,1,1,1024,128,3,1,295040,256,3,2,295168,591232
491,128,3,2,3584,256,3,2,295168,128,3,2,295040,593792
492,256,1,1,1024,128,3,2,295040,128,3,1,147584,443648
493,32,3,2,896,256,3,2,73984,256,3,2,590080,664960
494,256,3,1,7168,128,3,2,295040,256,3,1,295168,597376
495,64,3,2,1792,128,3,1,73856,256,3,2,295168,370816
496,256,3,2,7168,128,3,1,295040,64,3,2,73792,376000
497,16,3,2,448,128,1,2,2176,128,5,1,409728,412352
498,256,3,2,7168,256,3,2,590080,128,3,2,295040,892288
499,64,3,1,1792,128,3,2,73856,256,3,1,295168,370816
500,64,3,2,1792,32,3,1,18464,256,5,2,205056,225312
501,256,3,2,7168,32,3,1,73760,16,3,1,4624,85552
502,256,3,2,7168,256,3,2,590080,16,3,2,36880,634128
503,256,3,2,7168,128,3,1,295040,256,3,1,295168,597376
504,32,3,2,896,64,3,2,18496,256,3,1,147712,167104
505,64,3,1,1792,256,3,2,147712,128,3,2,295040,444544
506,128,3,1,3584,256,5,2,819456,128,3,2,295040,1118080
507,256,3,1,7168,256,3,1,590080,256,3,1,590080,1187328
508,256,3,2,7168,32,3,1,73760,256,3,0,73984,154912
509,256,3,1,7168,64,3,1,147520,128,3,2,73856,228544
510,32,3,2,896,64,3,2,18496,128,1,1,8320,27712
511,64,3,1,1792,32,3,2,18464,256,3,1,73984,94240
512,32,3,2,896,128,3,1,36992,256,3,1,295168,333056
513,256,3,2,7168,64,3,2,147520,256,3,1,147712,302400
514,128,3,2,3584,256,3,1,295168,256,3,2,590080,888832
515,128,3,2,3584,128,3,2,147584,256,3,2,295168,446336
516,16,5,2,1216,256,3,2,37120,256,3,2,590080,628416
517,64,3,2,1792,256,3,2,147712,256,3,2,590080,739584
518,64,3,2,1792,64,3,2,36928,256,3,2,147712,186432
519,64,5,0,4864,128,3,1,73856,256,3,1,295168,373888
520,256,3,2,7168,256,3,2,590080,256,3,2,590080,1187328
521,256,3,1,7168,128,3,0,295040,256,3,1,295168,597376
522,128,3,2,3584,256,3,2,295168,256,3,1,590080,888832
523,256,3,2,7168,256,3,2,590080,128,3,1,295040,892288
524,256,3,2,7168,128,3,2,295040,256,3,2,295168,597376
525,256,3,2,7168,256,3,0,590080,256,3,1,590080,1187328
526,256,3,2,7168,256,3,2,590080,256,3,1,590080,1187328
527,128,3,1,3584,64,3,2,73792,128,3,2,73856,151232
528,64,3,2,1792,64,3,2,36928,64,3,2,36928,75648
529,256,3,2,7168,256,3,2,590080,64,3,2,147520,744768
530,128,3,2,3584,32,3,1,36896,256,3,2,73984,114464
531,64,3,0,1792,128,3,0,73856,32,3,2,36896,112544
532,128,3,2,3584,256,3,2,295168,128,3,2,295040,593792
533,128,3,1,3584,256,3,1,295168,256,3,1,590080,888832
534,16,3,1,448,256,3,2,37120,256,3,2,590080,627648
535,256,3,2,7168,256,3,2,590080,128,3,2,295040,892288
536,128,3,1,3584,128,3,1,147584,256,3,2,295168,446336
537,128,3,1,3584,32,3,2,36896,128,3,2,36992,77472
538,256,3,2,7168,256,3,1,590080,256,3,2,590080,1187328
539,256,3,2,7168,128,3,2,295040,256,3,2,295168,597376
540,256,3,1,7168,128,3,2,295040,256,3,2,295168,597376
541,256,3,2,7168,128,3,2,295040,128,3,2,147584,449792
542,256,3,2,7168,256,3,2,590080,256,3,2,590080,1187328
543,128,3,2,3584,128,3,2,147584,256,3,2,295168,446336
544,128,5,2,9728,256,3,2,295168,128,3,2,295040,599936
545,128,3,2,3584,128,3,2,147584,256,3,2,295168,446336
546,256,3,2,7168,128,3,2,295040,128,3,1,147584,449792
547,128,3,2,3584,256,3,2,295168,32,3,2,73760,372512
548,128,3,2,3584,256,3,2,295168,256,3,2,590080,888832
549,256,3,1,7168,64,3,2,147520,128,3,2,73856,228544
550,128,3,2,3584,32,3,2,36896,256,5,0,205056,245536
551,256,3,1,7168,256,3,2,590080,256,3,1,590080,1187328
552,256,3,2,7168,256,3,2,590080,256,3,0,590080,1187328
553,256,3,1,7168,256,3,2,590080,256,3,1,590080,1187328
554,256,3,0,7168,256,3,2,590080,256,3,2,590080,1187328
555,128,3,2,3584,256,3,2,295168,256,3,2,590080,888832
556,128,3,2,3584,128,3,2,147584,256,3,2,295168,446336
557,256,3,1,7168,64,3,1,147520,256,3,2,147712,302400
