train_loss,val_loss,test_acc,train_time,policy_gradient,max_accuracy,baseline
1.0493115272521973,0.9898551726341247,0.6442,32.913801193237305,7.348255634307861,0.6442,0.06441999999999999
0.8088341929912567,0.7772508001327515,0.7316,32.20330286026001,7.534003734588623,0.7316,0.13113799999999998
0.8208278000354767,0.7681866955757141,0.7298,55.087549924850464,6.662220478057861,0.7316,0.19100419999999996
0.6644805548191071,0.6415904974937439,0.7813,32.877768993377686,6.389349460601807,0.7813,0.25003378
0.6000141938924789,0.6142188489437104,0.7967,141.79475593566895,5.8127923011779785,0.7967,0.304700402
0.7241273847818375,0.7083779788017273,0.7601,60.25309944152832,5.151942729949951,0.7967,0.35024036179999996
1.0027064487934112,0.9469959032535553,0.6662,40.06984853744507,3.3352558612823486,0.7967,0.3818363256199999
0.6055782796144485,0.6085096704959869,0.7832,68.02003788948059,4.475254535675049,0.7967,0.42197269305799995
1.1029978489875794,1.0556167459487915,0.6186,41.19228553771973,2.188514232635498,0.7967,0.44163542375219994
0.9665488195419312,0.8940934467315674,0.6867,31.916041374206543,2.7067620754241943,0.7967,0.46614188137698
0.9617699477672577,0.9264877307415008,0.6735,32.31959939002991,2.3506953716278076,0.7967,0.486877693239282
1.0214063129425048,0.9930902516841889,0.6453,33.11538481712341,1.691756010055542,0.7967,0.5027199239153538
0.6724635807275772,0.6828435814380646,0.7632,60.073339223861694,2.7117531299591064,0.7967,0.5287679315238184
0.891589616060257,0.842712082862854,0.7032,32.185285568237305,1.7514795064926147,0.7967,0.5462111383714365
1.1234386293888092,1.0906681668758393,0.613,67.25414299964905,0.7640362977981567,0.7967,0.5528900245342929
0.9062959666252136,0.8333695805072785,0.7042,59.4392728805542,1.4580776691436768,0.7967,0.5680210220808637
1.0450667939186096,1.0105532085895539,0.6433,68.25493359565735,0.8159586191177368,0.7967,0.5755489198727773
1.13672368311882,1.0800997579097749,0.608,32.11695742607117,0.35227492451667786,0.7967,0.5787940278854996
0.69593326151371,0.6785169512033462,0.7635,30.78779435157776,1.9981868267059326,0.7967,0.5972646250969496
0.7592295663356781,0.7038058793544769,0.7561,30.91214609146118,1.7567322254180908,0.7967,0.6131481625872546
0.7948786857128143,0.7311102640628815,0.7477,32.79430890083313,1.7070164680480957,0.7967,0.6266033463285291
0.7122782618999481,0.6739842689037323,0.76,58.4022581577301,1.3164727687835693,0.7967,0.6399430116956761
0.835040244102478,0.7858002519607544,0.725,32.79158687591553,0.876883327960968,0.7967,0.6484487105261085
0.9688484423160553,0.9190862464904785,0.6807,30.906784057617188,0.363156259059906,0.7967,0.6516738394734977
1.0345211424827576,1.0265442907810212,0.6347,42.94218921661377,-0.19860446453094482,0.7967,0.6499764555261479
1.0034079902172088,0.9906695425510407,0.6468,46.95957040786743,-0.03743857517838478,0.7967,0.6496588099735331
0.8891347036361694,0.8782022762298584,0.6917,31.871541023254395,0.4391587972640991,0.7967,0.6538629289761797
0.6989580962657929,0.671366800069809,0.7706,62.48137187957764,1.2832404375076294,0.7967,0.6655366360785617
