train_loss,train_acc,train_time,policy_gradient
0.1320151124149561,0.9641833333333333,198.81625723838806,-0.41437870264053345
0.29156282971302666,0.9142166666666667,122.60909914970398,4.422970294952393
0.27540614480773606,0.9201,152.55428290367126,1.8963450193405151
0.12224531394739946,0.9665666666666667,173.01645493507385,0.8529177904129028
0.12558966758350532,0.96355,212.58579993247986,-2.0279858112335205
0.1817261101057132,0.94985,125.56800603866577,4.264871120452881
0.2789778888722261,0.9176833333333333,186.53196597099304,-1.0541883707046509
0.16100130788981915,0.9543666666666667,132.56374669075012,3.317535877227783
0.1343293519814809,0.96145,148.88435983657837,1.9197415113449097
0.31582451462745664,0.9066833333333333,126.25079011917114,2.7281384468078613
