train_loss,val_loss,test_acc,train_time,policy_gradient,max_accuracy,baseline
0.6425269935131073,0.6778463840484619,0.7658,94.12995290756226,0.08171176165342331,0.7658,0.0012192272153148328
0.6252082816362381,0.6403818953037262,0.7826,64.79556512832642,0.7690136432647705,0.7826,0.010583801773964487
0.8100811438560486,0.773787511587143,0.7307,66.23064088821411,0.6319270133972168,0.7826,0.01892873949880702
0.83139452958107,0.7796340405941009,0.7293,63.85998749732971,0.2375136911869049,0.7826,0.021817780402587833
0.7005263707637787,0.6979383730888367,0.7581,63.820857524871826,0.5638779401779175,0.7826,0.029930690840784986
0.5478791077136993,0.5913803565502167,0.801,72.97764420509338,0.30544450879096985,0.801,0.03401121829357244
0.6083849693536758,0.6210217320919037,0.7869,70.74692440032959,0.06661839783191681,0.801,0.03485858472312588
0.7498381767272949,0.7222892582416535,0.7485,69.06377840042114,0.43909966945648193,0.801,0.040582888030192485
0.7035595192909241,0.6674954462051391,0.7696,62.21937155723572,0.1812826693058014,0.801,0.04294270592872432
0.5450262522697449,0.5821588724851608,0.8028,78.5793809890747,0.2234138697385788,0.8028,0.04590203187271784
0.7506404654979706,0.704018349647522,0.7535,69.2756495475769,0.20452339947223663,0.8028,0.048489044359358094
0.7756884942054748,0.7281604790687561,0.7447,63.212520360946655,0.4066448211669922,0.8028,0.05435454007482845
0.9235712282657623,0.8506337702274323,0.7023,59.23910164833069,0.017832791432738304,0.8028,0.054618779220993244
0.9319248428344726,0.8440404570102692,0.6985,62.03280186653137,0.23069046437740326,0.8028,0.05761786585486496
0.8476824126243592,0.7808820843696594,0.7264,64.14969682693481,0.1920124739408493,0.8028,0.060507791053478276
0.8387835266590118,0.7992671310901642,0.715,61.74864673614502,0.05514919385313988,0.8028,0.061227329881567226
0.77795716547966,0.7175035274028778,0.7532,60.30582618713379,0.3354600965976715,0.8028,0.06576236364246882
0.7033005278110505,0.7178281390666962,0.7538,64.6442756652832,-0.20634284615516663,0.8028,0.06252354825535505
0.8390454623699188,0.802869725227356,0.7156,59.49297547340393,-0.44688597321510315,0.8028,0.055868793236686594
0.707869636297226,0.6701835477352143,0.7654,61.595623254776,0.3750646114349365,0.8028,0.06071675616701278
0.8433968350887299,0.7978175985813141,0.7158,59.86252188682556,0.26211830973625183,0.8028,0.06401457638894462
