train_loss,val_loss,test_acc,train_time,policy_gradient,max_accuracy,baseline
0.6073701379299163,0.6147015762329101,0.7887,66.15438437461853,6.163823127746582,0.7887,0.07886999999999998
0.6976982841491699,0.6397947800159455,0.7732,66.01446795463562,4.71989107131958,0.7887,0.14830299999999996
0.8285246870517731,0.8418701219558716,0.6997,64.89960432052612,4.607297897338867,0.7887,0.20344269999999995
0.7536425070762635,0.7210209548473359,0.7496,73.74911594390869,3.746563673019409,0.7887,0.25805842999999995
0.859745130777359,0.7852137839794159,0.7223,67.16543769836426,3.286578416824341,0.7887,0.30448258699999997
0.5650786185264587,0.5824304312467575,0.8022,75.9340283870697,3.6057698726654053,0.8022,0.3542543282999999
0.6723163659572602,0.6699916338920593,0.7684,73.65868663787842,2.9542438983917236,0.8022,0.3956688954699999
0.9070176672935486,0.8490969598293304,0.6998,64.55846667289734,2.217221975326538,0.8022,0.4260820059229999
0.7080768530368805,0.6633358335494995,0.769,64.0589542388916,2.329575538635254,0.8022,0.4603738053306999
0.5611173368692398,0.581887486577034,0.7955,76.20557761192322,2.182893991470337,0.8022,0.4938864247976299
0.6547635900974274,0.6502532911300659,0.773,72.90788149833679,1.7747687101364136,0.8022,0.5217977823178669
0.6197470668554306,0.6169151329994201,0.7904,71.95764684677124,2.124371290206909,0.8022,0.5486580040860802
0.7111790344715119,0.6643005257844925,0.7708,100.6887149810791,1.8800380229949951,0.8022,0.5708722036774723
0.8503558254241943,0.8029598093032837,0.7155,107.85265707969666,1.1720746755599976,0.8022,0.5853349833097251
0.7155878403186798,0.6939456176757812,0.7633,106.17577695846558,1.3155245780944824,0.8022,0.6031314849787526
0.628044349193573,0.6225487285852432,0.7843,111.93962788581848,1.3055917024612427,0.8022,0.6212483364808773
0.6769905686378479,0.687584308385849,0.7652,98.80074310302734,1.1402939558029175,0.8022,0.6356435028327896
0.7011081972122193,0.663607370853424,0.7671,103.97667217254639,1.0137507915496826,0.8022,0.6487891525495106
0.7468610961437225,0.73473428606987,0.7488,105.75328087806702,0.8243950605392456,0.8022,0.6587902372945595
0.8621835634708405,0.8173973214626312,0.7132,102.50683999061584,0.42299124598503113,0.8022,0.6642312135651035
0.6686582601070404,0.6643439757823945,0.7745,110.96427750587463,0.8024457693099976,0.8022,0.6752580922085932
0.7344560887813568,0.7141736698150635,0.7498,108.15436887741089,0.6067972779273987,0.8022,0.6827122829877339
0.9443726921081543,0.8921576380729676,0.6825,100.35287618637085,-0.0016713201766833663,0.8022,0.6826910546889605
0.8332803664207459,0.7779249179363251,0.7276,103.5536048412323,0.319184273481369,0.8022,0.6871819492200644
0.70238876080513,0.6863710141181946,0.7625,110.66945457458496,0.5369226932525635,0.8022,0.6947137542980579
0.6810051683187485,0.6517780041694641,0.7798,102.05914497375488,0.572057843208313,0.8022,0.7032223788682521
0.542256599187851,0.5754749941825866,0.8026,102.90207242965698,0.7182427644729614,0.8026,0.7131601409814269
0.7374960312843323,0.7068297338485717,0.7507,467.44839668273926,0.25699925422668457,0.8026,0.7169141268832842
0.800676510810852,0.7809860610961914,0.7282,104.11212611198425,0.09303920716047287,0.8026,0.7180427141949558
0.926535413980484,0.8840634429454803,0.6835,100.2248477935791,-0.24331477284431458,0.8026,0.7145884427754603
